Name,Category,Address,City,State,Zipcode,Phone,Latitude,Longitude
DOMINIC IWUH,Bed and Breakfast,645 MORTON ST NW ,WASHINGTON,DC,20010,Not Available,38.93230827,-77.02252511
"Howard Holdings, LLC",Bed and Breakfast,1167 MORSE ST NE ,WASHINGTON,DC,20002,Not Available,38.90379595,-76.99036734
Atlas NE Realty LLC,Bed and Breakfast,1004 11TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90282469,-76.99177546
"MY SISTER'S PLACE, INC.",Boarding House,2357 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,2025295261.0,38.93026169,-76.97300797
HOTEL LOMBARDY INC,Hotel,2019 I ST NW ,WASHINGTON,DC,20006,2023421054.0,38.9016364,-77.04592523
TABARD CORPORATION,Hotel,1739 N ST NW ,WASHINGTON,DC,20036,2029999999.0,38.90745473,-77.03999099
MR GALLERY SQUARE LLC.,Hotel,627 H ST NW ,WASHINGTON,DC,20001,2023313800.0,38.9001145393,-77.021209834
HAMILTON HOTEL DC,Hotel,1001 14TH ST NW ,WASHINGTON,DC,20005,Not Available,38.90291989,-77.0315875
THE WESTIN WASHINGTON DC CITY CENTER,Hotel,1400 M ST NW ,WASHINGTON,DC,20005,Not Available,38.90531614,-77.0334361
HILTON WASHINGTON DC CAPITOL HILL,Hotel,525 NEW JERSEY AVE NW ,WASHINGTON,DC,20001,Not Available,38.89680957,-77.0110985
citizenM DC Noma,Hotel,1222 1ST ST NE ,WASHINGTON,DC,20002,Not Available,38.90660241,-77.00618049
Peachtree Group,Hotel,317 K ST NW ,WASHINGTON,DC,20001,Not Available,38.90276686,-77.01599103
FOUR SEASONS HOTEL,Hotel,2800 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20007,3126585000.0,38.9044499714,-77.0572264103
Global Serviced Apartments LLC.,Inn And Motel,40 N ST NE ,WASHINGTON,DC,20002,Not Available,38.90753129,-77.00714708
Global Serviced Apartments LLC.,Inn And Motel,733 15TH ST NW ,WASHINGTON,DC,20005,Not Available,38.8998334,-77.033373
SQL1430NC L.L.C.,Inn And Motel,14 P ST NW ,WASHINGTON,DC,20001,Not Available,38.90948612,-77.00944988
Placemakr,Inn And Motel,4000 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.94170237,-77.07725109
GOPAL INC,Inn And Motel,600 NEW YORK AVE NE ,WASHINGTON,DC,20002,2025469200.0,38.91232483,-76.99560642
"U-HAUL CO. OF DISTRICT OF COLUMBIA , INC.",Auto Rental,1750 BLADENSBURG RD NE ,WASHINGTON,DC,20002,2025294676.0,38.91294985,-76.97629062
MURPHY'S AUTO BODY INC.,Auto Rental,1708 Marion Barry AVE SE ,WASHINGTON,DC,20020,2026780100.0,38.86612047,-76.98017942
Prallax LLC,Auto Rental,1270 4TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90861152,-76.99973966
RICKY'S TOWING INC,Tow Truck,916 TAYLOR ST NW ,WASHINGTON,DC,20011,Not Available,38.94056475,-77.02593797
RECOVERY 1 TOWING LLC,Tow Truck,3319 8TH ST NE ,WASHINGTON,DC,20017,Not Available,38.9312213852,-76.9944505506
ADC TOWING & RECOVERY INC,Tow Truck,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
B&G TOWING RECOVERY INC,Tow Truck,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
ABC TOWING INC.,Tow Truck Business,2214 CHANNING ST NE ,WASHINGTON,DC,20018,2023382222.0,38.92271959,-76.97308093
Always Towing & Recovery Inc.,Tow Truck Business,1859 EDWIN ST NE ,WASHINGTON,DC,20018,Not Available,38.91905296,-76.97781971
DC EXPRESS TOWING INC,Tow Truck Business,2405 22ND ST NE ,WASHINGTON,DC,20018,Not Available,38.92174383,-76.97347004
A ACCIDENT TOWING CORP,Tow Truck Business,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
A CERTIFIED TOWING,Tow Truck Business,1239 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.9068322211,-76.9376514012
NAVY YARD WRECKER SERVICE,Tow Truck Business,900 M ST SE ,WASHINGTON,DC,20003,Not Available,38.87669126,-76.99342543
All Metro Motor LLC,Tow Truck Business,NE ,WASHINGTON,DC,20019,Not Available,0.0,0.0
D C TOWING & RECOVERY INC,Tow Truck Storage Lot,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
Tf Towing & Recovery LLC,Tow Truck Storage Lot,1229 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90679486,-76.9384179
C&B Towing & Recovery LLC,Tow Truck Storage Lot,1229 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90679486,-76.9384179
APE HEAVY DUTY TOWING & TRANSPORT LLC,Tow Truck Storage Lot,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
Rhode Island Wreckers Services LLC.,Tow Truck Storage Lot,3010 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.93464441,-76.96516044
CATHEDRAL COMMONS PARTNERS LLC,Special Events,3701 NEWARK ST NW ,WASHINGTON,DC,20016,Not Available,38.93498018,-77.07331884
"SOME, INC.",Special Events,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
MADISON HOUSE EXPERENTIAL,Special Events,601 F ST NW ,WASHINGTON,DC,20004,Not Available,38.8980785153,-77.0209572291
WARNER THEATRE,Public Hall,1299 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89632366,-77.02931803
DAG PETROLEUM SUPPLIERS LLC,Gasoline Dealer,1400 MARYLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.8998193304,-76.9851845804
2501 PENN LLC.,Gasoline Dealer,2501 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87298301,-76.97058808
MACARTHUR & RESERVOIR INC.,Gasoline Dealer,4812 MACARTHUR BLVD NW ,WASHINGTON,DC,20007,Not Available,38.91630015,-77.09608652
2708 VIRGINIA AVE VALERO,Gasoline Dealer,2708 VIRGINIA AVE NW ,WASHINGTON,DC,20037,Not Available,38.90038899,-77.05665619
DAG PETROLEUM SUPPLIERS LLC,Gasoline Dealer,4140 GEORGIA AVE NW ,WASHINGTON,DC,20011,7037506810.0,38.9413991049,-77.0259021662
8TH DAY PRODUCTIONS LLC,Motion Picture Theatre,535 8TH ST SE ,WASHINGTON,DC,20003,Not Available,38.88168092,-76.99533124
"TOPPROMO, INC.",Public Hall,911 F ST NW ,WASHINGTON,DC,20004,2023479840.0,38.89764654,-77.0246203
"NATIONAL CHERRY BLOSSOM FESTIVAL, INC.",Special Events,300 3RD ST SE ,WASHINGTON,DC,20003,Not Available,38.88591491,-77.00185152
NATIONAL ASIAN HERITAGE FOUNDATION,Special Events,555 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.8931248,-77.01935005
UPTOWN COMMUNITY INITIATIVE,Special Events,800 UPSHUR ST NW ,WASHINGTON,DC,20011,Not Available,38.94175135,-77.02352725
TENLEYTOWN GROUP,Special Events,14 RIDGE SQ NW ,WASHINGTON,DC,20016,Not Available,38.94055197,-77.07784758
"AMERICAN TURKISH ASSOCIATION, INC.",Special Events,300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20001,Not Available,0.0,0.0
PARKWAY SHELL CONVENIENCE STORE,Delicatessen,1765 NEW YORK AVE NE ,WASHINGTON,DC,20002,7036290952.0,38.91689046,-76.97917584
DDS/RSA RANDOLPH-SHEPPARD VENDING FACILITIES PROGRAM (RSVFP),Delicatessen,1900 E ST NW ,WASHINGTON,DC,20415,Not Available,38.89470266,-77.04413898
7-ELEVEN,Delicatessen,908 17TH ST NW ,WASHINGTON,DC,20006,Not Available,38.9018428,-77.03974297
HARRIS TEETER #231,Delicatessen,1631 KALORAMA RD NW ,WASHINGTON,DC,20009,Not Available,38.92196671,-77.03846171
LEDROIT MARKET INC.,Delicatessen,1901 4TH ST NW ,WASHINGTON,DC,20001,3019052328.0,38.91605733,-77.01722781
SONYA'S MARKET,Delicatessen,2833 11TH ST NW ,WASHINGTON,DC,20001,Not Available,38.92665256,-77.02679888
DAILY 14 MART,Delicatessen,1135 14TH ST NW ,WASHINGTON,DC,20005,Not Available,38.90488567,-77.03169064
"ABI, INC.",Delicatessen,1925 BLADENSBURG RD NE ,WASHINGTON,DC,20002,Not Available,38.91696523,-76.97221679
HAYAT INC,Delicatessen,6217 DIX ST NE ,WASHINGTON,DC,20019,Not Available,38.8941550028,-76.9115208626
Chesapeake Big Market,Delicatessen,601 CHESAPEAKE ST SE ,WASHINGTON,DC,20032,Not Available,38.82899807,-76.99829023
METRO PETRO INC,Delicatessen,2230 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91769118,-76.97315767
HOPE CONVENIENCE INC,Delicatessen,1736 GOOD HOPE RD SE ,WASHINGTON,DC,20020,Not Available,38.86607196,-76.97955018
7 HOUSE CORPORATION,Food Products,4200 NANNIE HELEN BURROUG AVE NE ,WASHINGTON,DC,20019,Not Available,38.90202286,-76.94192704
SYLVIA LIQUORS,Food Products,1818 BENNING RD NE ,WASHINGTON,DC,20002,2023880188.0,38.8992314,-76.97677613
"DOLLAR STAR, INC.",Food Products,3129 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,Not Available,38.92955907,-77.03736233
Glover Park Market,Food Products,2411 37TH ST NW ,WASHINGTON,DC,20007,Not Available,38.9214820581,-77.0728864764
A-1 Wine & Liquor,Food Products,1420 K ST NW ,WASHINGTON,DC,20005,Not Available,38.90214213,-77.03281115
LRBM LLC t/a Spar Liquors,Food Products,3916 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20032,Not Available,38.83233296,-77.00782069
PCP Investments 1428 Inc. t/a Capital Wine & Spirits,Food Products,1428 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90949073,-77.02418602
E MARKET,Grocery Store,4202 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89311405,-76.9423133
Elharia Inc,Grocery Store,1327 W ST SE ,WASHINGTON,DC,20020,Not Available,38.86420519,-76.98674865
"Splash Liquor, WIne and Groceries",Grocery Store,213 UPSHUR ST NW ,WASHINGTON,DC,20011,Not Available,38.94245477,-77.01433808
New Neighborhood Market,Grocery Store,1611 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.9262145513,-76.9812900147
BAIR INVESTMENT LLC,Grocery Store,2101 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85046159,-76.97506281
DEANWOOD TG INC,Grocery Store,4748 SHERIFF RD NE ,WASHINGTON,DC,20019,Not Available,38.90307871,-76.93407963
TEST RECORD DO NOT PROCESS,Restaurant,1600 TAYLOR ST NE ,WASHINGTON,DC,20017,Not Available,38.94098207,-76.98220189
EDGES BY KG,Barber Shop,1352 U ST NW ,WASHINGTON,DC,20009,2023860085.0,38.91683235,-77.03146556
SPOTTS BARBER SHOP,Barber Shop,809 FLORIDA AVE NW ,WASHINGTON,DC,20001,2029865841.0,38.91700386,-77.02330046
CUT'N EDGE BARBERSHOP L.L.C.,Barber Shop,4481 A CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.94761754,-77.06513028
Tommy's Barbershop,Barber Shop,927 SHERIDEN ST NW ,WASHINGTON,DC,20011,Not Available,38.96627637,-77.02722953
M Barber & Stylist,Barber Shop,810 POTOMAC AVE SE ,WASHINGTON,DC,20003,Not Available,38.8769537,-76.99446618
Cuts by Hugo LLC,Barber Shop,529 14TH ST NW ,WASHINGTON,DC,20045,Not Available,38.89701925,-77.03154662
Pro Cut Family Barbershop,Barber Shop,2912 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84563487,-76.99663103
NGUYEN SISTER AND BROTHER LLC,Beauty Shop,1924 I ST NW ,WASHINGTON,DC,20006,Not Available,38.90115687,-77.0445648
Saon GT,Beauty Shop,2613 P ST NW ,WASHINGTON,DC,20007,Not Available,38.90949334,-77.05521091
Unknown,Beauty Shop,515 H ST NE ,WASHINGTON,DC,20002,2025472006.0,38.90000869,-76.99886978
URBAN SALONS INC,Beauty Shop,1612 U ST NW ,WASHINGTON,DC,20009,2029392565.0,38.91673546,-77.0376357
UNITY HAIR SALON,Beauty Shop,1102 BLADENSBURG RD NE ,WASHINGTON,DC,20002,2023996131.0,38.90423588,-76.98100444
Unknown,Beauty Shop,1916 18TH ST NW ,WASHINGTON,DC,20009,2024832647.0,38.9161018,-77.04190879
Bearded Goat barber,Barber Shop,301 TINGEY ST SE ,WASHINGTON,DC,20003,Not Available,38.87469992,-77.00158226
EUROPEAN WAX CENTER,Beauty Shop,1739 CONNECTICUT AVE NW ,WASHINGTON,DC,20009,Not Available,38.91370463,-77.04541424
SHOP AT SHAW LLC  (THE),Beauty Shop,1924 8TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91653968,-77.02321325
VALENTINE LLC,Beauty Shop,3111 GEORGIA AVE NW ,WASHINGTON,DC,20010,Not Available,38.9294036,-77.02301054
TAYLOR & YORK SALON LLC,Beauty Shop,1604 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91138712,-77.02215784
Violet Salon & Spa,Beauty Shop,1513 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.90963902,-77.06421864
Saint Germain DC,Beauty Shop,1301 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89637674,-77.02995334
VL NAVY YARD LLC,Beauty Shop,300 TINGEY ST SE ,WASHINGTON,DC,20003,Not Available,38.87521736,-77.00127262
VT NAILS & SPA,Beauty Shop,407 RHODE ISLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.91966211,-77.00011923
Silver Mirror Penn Quarter LLC,Beauty Shop,920 H ST NW ,WASHINGTON,DC,20001,Not Available,38.89965067,-77.02457072
Unknown,Beauty Shop,1422 NORTH CAPITOL ST NW ,WASHINGTON,DC,20002,Not Available,38.9093126,-77.00939417
"OULEY HAIR GALLERY , LLC.",Beauty Shop Braiding,1815 WEST VIRGINIA AVE NE ,WASHINGTON,DC,20002,2026353037.0,38.9107199,-76.98482154
European Wax Center,Beauty Shop Esthetics,717 D ST SE ,WASHINGTON,DC,20003,Not Available,38.8835986,-76.99541963
Bespoke Aesthetics LLC,Beauty Shop Esthetics,3233 P ST NW ,WASHINGTON,DC,20007,Not Available,38.90896623,-77.06442834
NAIL WORKS BAR,Beauty Shop Nails,2300 WASHINGTON PL NE ,WASHINGTON,DC,20018,Not Available,38.92041755,-76.99543999
Laveda Lash & Brow Boutique,Beauty Shop,1063 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.9043907,-77.06245403
ENCHANTED NAILS & SPA,Beauty Shop Nails,2324 18TH ST NW ,WASHINGTON,DC,,Not Available,38.92038942,-77.042113
1402 REVO NAILS INC,Beauty Shop Nails,1402 OGDEN ST NW ,WASHINGTON,DC,20010,Not Available,38.93390829,-77.03315517
PERFECT NAILS,Beauty Shop Nails,1559 ALABAMA AVE SE ,WASHINGTON,DC,20032,Not Available,38.84633821,-76.98071332
DC NAILS,Beauty Shop Nails,1905 MICHIGAN AVE NE ,WASHINGTON,DC,20018,Not Available,38.94555221,-76.97815603
LE NAILS SPA LLC,Beauty Shop Nails,3025 NAYLOR RD SE ,WASHINGTON,DC,20020,Not Available,38.8534593,-76.96520122
Unknown,Beauty Shop Nails,1123 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90534809,-77.02172974
4425 NAIL & SPA CORPORATION,Beauty Shop Nails,4425 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.9472622,-77.07895219
EABLAD LLC.,Gasoline Dealer,6350 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.96683986,-77.0278877
Courtyard By Marriott Washington DC Foggy Bottom/GWU,Hotel,515 20TH ST NW ,WASHINGTON,DC,20006,Not Available,38.89651445,-77.0446879
KENILWORTH MARKET,Delicatessen,1612 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.91193933,-76.93491153
LAVEDA LASH & BROW BOUTIQUE,Beauty Shop Nails,2200 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91932408,-77.03225944
Blue Bell Spa Inc,Beauty Shop Nails,4826 MACARTHUR BLVD NW ,WASHINGTON,DC,20007,Not Available,38.91678261,-77.09647818
CHARMING NAILS DC LLC,Beauty Shop Nails,1428 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.90843035,-77.06404807
District Nails Spa LLC,Beauty Shop Nails,401 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90002455,-77.00039034
"Balance Gym Foggy Bottom, LLC",Health Spa,2401 M ST NW ,WASHINGTON,DC,20037,Not Available,38.9055498,-77.05177415
Holt Holdings LLC.,Health Spa,1720 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91424437,-77.06719489
Salamander Washington DC,Health Spa,1330 MARYLAND AVE SW ,WASHINGTON,DC,20024,Not Available,38.88360211,-77.03044887
"Urban Adventures at City Vista,           LLC",Massage Establishment,445 K ST NW ,WASHINGTON,DC,20001,Not Available,38.90282779,-77.01767354
PENDRY WASHINGTON DC - THE WHARF,Massage Establishment,655 WATER ST SW ,WASHINGTON,DC,20024,Not Available,38.87749027,-77.02219157
"Levain Bakery Cookie Company, LLC",Bakery,3131 M ST NW ,WASHINGTON,DC,20007,Not Available,38.90545105,-77.06203173
Milzels 2 LLC,Bakery,429 L'ENFANT PLZ SW ,WASHINGTON,DC,20024,Not Available,38.88384037,-77.0251698
"SAKU SAKU FLAKERIE, LLC",Bakery,3415 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93492186,-77.05767624
"MSD RCOF DC Hotel OpCo, LLC",Bakery,1100 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89412373,-77.02757271
maman foggy bottom llc,Restaurant,2000 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,Not Available,38.90035538,-77.0457758
EVENTS BY B AND B LLC,Caterers,610 RHODE ISLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.92121233,-76.99784313
MARACAS ICE POPS,Caterers,3251 PROSPECT ST NW ,WASHINGTON,DC,20007,Not Available,38.90619362,-77.06380026
TRYST TRADING CO.,Caterers,2001 FAIRVIEW AVE NE ,WASHINGTON,DC,20002,Not Available,38.91383829,-76.98852053
Girardot's Crumbs LLC.,Caterers,1228 MOUNT OLIVET RD NE ,WASHINGTON,DC,20002-7801,Not Available,38.91017382,-76.98419709
JDHM INC. DBA Palette Dome Cuisine,Caterers,2410 T ST NE ,WASHINGTON,DC,20002,Not Available,38.91573164,-76.97154514
TPK experience LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
DC Cutting Board LLC,Caterers,1369 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91529142,-76.98528226
House of Quince,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
UNIVERSITY OF THE DC T/A (CAUSES),Caterers,5171 SOUTH DAKOTA AVE NE ,WASHINGTON,DC,20017,Not Available,38.95334086,-76.99726739
"Tatte Holdings, LLC",Caterers,1407 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91565456,-76.98444528
SDQ - Side Dish Queen,Caterers,2375 ELVANS RD SE ,WASHINGTON,DC,20020,Not Available,38.8551751573,-76.9843861126
Emma's Torch,Caterers,2212 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.93059522,-76.97359753
Cheesemonster LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
"Taste Gourmet, LLC",Caterers,2410 T ST NE ,WASHINGTON,DC,20002,Not Available,38.91573164,-76.97154514
Coneacopia,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
FLAVORTURE,Caterers,2625 EVARTS ST NE ,WASHINGTON,DC,20018,Not Available,38.92422547,-76.96859945
Phowheelsdc LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Black Whisk LLC,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
Sodexo,Restaurant,2400 6TH ST NW ,WASHINGTON,DC,20059,Not Available,38.92312843,-77.02161949
"Metz Culinary Management, LLC",Restaurant,1775 MASSACHUSETTS AVE NW ,WASHINGTON,DC,20036,Not Available,38.90912465,-77.04090761
T/A HOGS ON THE HILL,Delicatessen,2003 BLADENSBURG RD NE ,WASHINGTON,DC,20018,2025262027.0,38.91793673,-76.97163905
1807 CORPORATION,Delicatessen,1807 18TH ST NW ,WASHINGTON,DC,20009,2022320262.0,38.91444811,-77.041488
HONG KONG CARRY OUT,Delicatessen,1506 EAST CAPITOL ST NE ,WASHINGTON,DC,20003,2026380815.0,38.8900856,-76.98326858
Flat Out Burger Truck 1 LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Mama Tee's Kitchen LLC,Caterers,2375 ELVANS RD SE ,WASHINGTON,DC,20020,Not Available,38.8551751573,-76.9843861126
"Sweet Almond, LLC",Caterers,1625 ECKINGTON PL NE ,WASHINGTON,DC,20002,Not Available,38.91199724,-77.00399957
"Made to Measure Cocktails, LLC",Caterers,2400 T ST NE ,WASHINGTON,DC,20002,Not Available,38.91572957,-76.9721655
Yoli's Kitchen Cuisine,Caterers,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
"The Sable Administration, LLC",Caterers,1369 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91529142,-76.98528226
Les Recettes D'Augustin,Caterers,1625 ECKINGTON PL NE ,WASHINGTON,DC,20002,Not Available,38.91199724,-77.00399957
Others Coffee,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Christian Brothers For Life LLC,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
"Chatori Kvassery, LLC",Caterers,1625 ECKINGTON PL NE ,WASHINGTON,DC,20002,Not Available,38.91199724,-77.00399957
Headstrong Kitchen,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Khushi Flavor,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Lost Sock Roasters,Caterers,2207 CHANNING ST NE ,WASHINGTON,DC,20018,Not Available,38.92202911,-76.97342669
"TAJ OF DUPONT CIRCLE, LLC.",Delicatessen,1300 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.90753308,-77.04270056
TEST RECORD DO NOT PROCESS,Restaurant,1600 TAYLOR ST NE ,WASHINGTON,DC,20017,Not Available,38.94098207,-76.98220189
Paste & Rind LLC,Restaurant,904 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90041308,-76.99343811
RUN VEGGIE LLC,Restaurant,2154 24TH PL NE ,WASHINGTON,DC,20018,Not Available,38.9210436537,-76.9724765048
Jerk at Nite,Restaurant,1100 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90041673,-76.9913455
STAN EVANS SEAFOOD INC.,Delicatessen,1100 MAINE AVE SW ,WASHINGTON,DC,20024,3015544173.0,38.88121704,-77.02805247
CHINA HOUSE,Delicatessen,1601 BENNING RD NE ,WASHINGTON,DC,20002,2023969041.0,38.89949771,-76.98143893
KING CITY CARRY OUT,Delicatessen,2403 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20020,2028896337.0,38.86283643,-76.99259526
"3207 O STREET, LLC",Delicatessen,3207 O ST NW ,WASHINGTON,DC,20007,3014388280.0,38.9079696,-77.0639922
PANAM INTERNATIONAL SUPERMARKET,Delicatessen,3552 14TH ST NW ,WASHINGTON,DC,20009,2026679473.0,38.93588852,-77.03308042
J.J. SUN CORPORATION,Delicatessen,600 MARYLAND AVE SW ,WASHINGTON,DC,20024,2025542900.0,38.88604518,-77.0206984
KHARTOUM GROCERY,Delicatessen,2116 18TH ST NW ,WASHINGTON,DC,20009,2022657100.0,38.91843712,-77.04191224
"C AND W SERVICES, INC.",Delicatessen,2801 ALABAMA AVE SE ,WASHINGTON,DC,20020,2025831100.0,38.85973045,-76.96770459
A LITTERI INC.,Delicatessen,517 519 MORSE ST NE ,WASHINGTON,DC,20002,2025440183.0,38.90693197,-76.99850638
"ARAMARK ENTERTAINMENT, LLC",Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,2026615155.0,38.8980785153,-77.0209572291
AMC THEATRES,Delicatessen,3111 K ST NW ,WASHINGTON,DC,20007,2023426033.0,38.90276067,-77.06170958
7-ELEVEN 28633B,Delicatessen,25 PEABODY ST NW ,WASHINGTON,DC,20011,2027222891.0,38.96298509,-77.01069054
PATRON CONVENIENCE STORE,Delicatessen,3235 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,2025750167.0,38.8684577432,-76.9594351228
ISLAND HOSPITALITY MANAGEMENT III INC.,Delicatessen,801 NEW HAMPSHIRE AVE NW ,WASHINGTON,DC,20037,5616559001.0,38.89986607,-77.05222135
550 Penn Kitchen; James Michael Babin,Delicatessen,550 PENN ST NE ,WASHINGTON,DC,20002,Not Available,38.91012864,-76.99611122
VARIETY MOBILE FOOD INC.,Delicatessen,1701 14TH ST SE ,WASHINGTON,DC,20009,5712252718.0,38.86963506,-76.98536911
SEBRINA INC,Delicatessen,1121 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90528539,-77.02172972
HONG KONG DELITE,Delicatessen,3123 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84340593,-77.00011991
S & H INC,Delicatessen,2400 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.92075465,-77.03208307
JIMMY JOHN'S GOURMET SANDWICHES,Delicatessen,1208 G ST NW ,WASHINGTON,DC,20005,Not Available,38.89816947,-77.02860383
7-ELEVEN,Delicatessen,908 17TH ST NW ,WASHINGTON,DC,20006,Not Available,38.9018428,-77.03974297
